ID,WF,Time,NWP1_00h_D-2_U,NWP1_00h_D-2_V,NWP1_00h_D-2_T,NWP1_06h_D-2_U,NWP1_06h_D-2_V,NWP1_06h_D-2_T,NWP1_12h_D-2_U,NWP1_12h_D-2_V,NWP1_12h_D-2_T,NWP1_18h_D-2_U,NWP1_18h_D-2_V,NWP1_18h_D-2_T,NWP1_00h_D-1_U,NWP1_00h_D-1_V,NWP1_00h_D-1_T,NWP1_06h_D-1_U,NWP1_06h_D-1_V,NWP1_06h_D-1_T,NWP1_12h_D-1_U,NWP1_12h_D-1_V,NWP1_12h_D-1_T,NWP1_18h_D-1_U,NWP1_18h_D-1_V,NWP1_18h_D-1_T,NWP1_00h_D_U,NWP1_00h_D_V,NWP1_00h_D_T,NWP1_06h_D_U,NWP1_06h_D_V,NWP1_06h_D_T,NWP1_12h_D_U,NWP1_12h_D_V,NWP1_12h_D_T,NWP1_18h_D_U,NWP1_18h_D_V,NWP1_18h_D_T,NWP2_00h_D-2_U,NWP2_00h_D-2_V,NWP2_12h_D-2_U,NWP2_12h_D-2_V,NWP2_00h_D-1_U,NWP2_00h_D-1_V,NWP2_12h_D-1_U,NWP2_12h_D-1_V,NWP2_00h_D_U,NWP2_00h_D_V,NWP2_12h_D_U,NWP2_12h_D_V,NWP3_00h_D-2_U,NWP3_00h_D-2_V,NWP3_00h_D-2_T,NWP3_06h_D-2_U,NWP3_06h_D-2_V,NWP3_06h_D-2_T,NWP3_12h_D-2_U,NWP3_12h_D-2_V,NWP3_12h_D-2_T,NWP3_18h_D-2_U,NWP3_18h_D-2_V,NWP3_18h_D-2_T,NWP3_00h_D-1_U,NWP3_00h_D-1_V,NWP3_00h_D-1_T,NWP3_06h_D-1_U,NWP3_06h_D-1_V,NWP3_06h_D-1_T,NWP3_12h_D-1_U,NWP3_12h_D-1_V,NWP3_12h_D-1_T,NWP3_18h_D-1_U,NWP3_18h_D-1_V,NWP3_18h_D-1_T,NWP3_00h_D_U,NWP3_00h_D_V,NWP3_00h_D_T,NWP3_06h_D_U,NWP3_06h_D_V,NWP3_06h_D_T,NWP3_12h_D_U,NWP3_12h_D_V,NWP3_12h_D_T,NWP3_18h_D_U,NWP3_18h_D_V,NWP3_18h_D_T,NWP4_00h_D-2_U,NWP4_00h_D-2_V,NWP4_00h_D-2_CLCT,NWP4_12h_D-2_U,NWP4_12h_D-2_V,NWP4_12h_D-2_CLCT,NWP4_00h_D-1_U,NWP4_00h_D-1_V,NWP4_00h_D-1_CLCT,NWP4_12h_D-1_U,NWP4_12h_D-1_V,NWP4_12h_D-1_CLCT,NWP4_00h_D_U,NWP4_00h_D_V,NWP4_00h_D_CLCT,NWP4_12h_D_U,NWP4_12h_D_V,NWP4_12h_D_CLCT,NWP1_U,NWP1_V,NWP1_T,NWP2_U,NWP2_V,NWP3_U,NWP3_V,NWP3_T,NWP4_U,NWP4_V,NWP4_CLCT
3464,WF1,2018-09-22 08:00:00,5.56,-8.195,295.5,5.055,-9.234,295.2,4.11,-10.3,294.2,4.96,-13.27,293.5,4.555,-12.7,293.5,4.727,-11.984,293.2,5.246,-12.26,293.2,5.28,-14.82,292.2,3.377,-13.96,292.5,2.635,-13.47,292.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,-9.6,57.56,2.256,-8.61,99.56,2.965,-9.64,76.44,2.594,-8.85,80.3,,,,2.634765625,-13.46875,292.25,,,,,,2.59375,-8.8515625,80.3125
3465,WF1,2018-09-22 09:00:00,5.758,-8.08,296.5,5.258,-8.734,296.2,4.04,-9.87,295.2,4.81,-12.73,294.8,5.086,-12.53,294.8,4.945,-12.51,294.5,4.9,-12.2,294.2,4.76,-14.31,293.5,4.23,-13.33,293.8,3.742,-12.695,293.8,,,,,,,5.617,-11.08,5.758,-11.92,5.19,-10.14,5.523,-11.71,4.195,-9.64,,,4.723,-9.7,294.5,4.902,-9.88,294.0,4.78,-10.42,294.5,5.49,-11.5,294.5,5.676,-11.445,295.0,5.348,-11.9,294.5,5.137,-11.91,293.8,5.305,-11.805,293.2,5.656,-11.45,293.2,5.3,-11.336,293.0,,,,,,,,,,3.707,-10.07,59.7,2.338,-9.43,38.94,3.719,-9.234,85.5,2.934,-9.28,89.4,,,,3.7421875,-12.6953125,293.75,4.1953125,-9.640625,5.30078125,-11.3359375,293.0,2.93359375,-9.28125,89.375
3466,WF1,2018-09-22 10:00:00,5.668,-6.934,297.5,5.61,-7.297,297.2,4.883,-9.17,296.8,4.8,-12.33,296.2,5.37,-11.77,296.5,4.785,-12.45,296.0,5.902,-11.07,295.8,4.64,-12.6,295.0,5.24,-13.086,295.5,5.14,-11.56,295.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.906,-9.54,45.97,3.55,-9.016,51.47,5.066,-9.45,99.9,4.125,-8.64,99.7,,,,5.140625,-11.5625,295.25,,,,,,4.125,-8.640625,99.6875
3467,WF1,2018-09-22 11:00:00,5.56,-4.746,298.5,6.004,-5.02,298.5,5.13,-8.73,298.2,5.03,-12.27,297.5,5.684,-11.18,297.8,5.25,-12.12,297.2,6.195,-10.58,297.0,4.535,-11.25,296.8,5.504,-12.734,297.0,6.02,-10.51,296.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.477,-9.1,53.53,4.074,-8.63,100.0,4.867,-9.54,93.44,4.875,-8.47,100.0,,,,6.01953125,-10.5078125,296.75,,,,,,4.875,-8.46875,100.0
3468,WF1,2018-09-22 12:00:00,6.08,-3.031,299.2,6.71,-3.02,299.2,5.254,-8.72,299.8,5.387,-12.14,298.8,6.164,-10.67,299.0,5.55,-11.875,298.8,6.22,-10.516,298.5,4.98,-10.445,298.2,6.258,-12.016,298.2,7.008,-9.44,298.2,6.996,-9.84,298.2,,,,5.746,-10.836,6.19,-10.07,5.84,-9.836,6.18,-10.05,6.55,-9.32,5.625,-9.82,6.0,-9.17,299.0,6.09,-8.86,299.0,5.77,-10.125,299.0,6.05,-11.0,299.0,6.19,-10.86,299.0,6.08,-11.14,299.0,5.64,-11.03,299.0,6.137,-11.05,298.0,6.38,-10.78,298.0,6.156,-10.5,298.0,6.17,-10.805,297.2,,,,,,,4.605,-8.89,21.5,4.65,-8.3,70.2,4.52,-9.39,94.5,4.344,-8.68,100.0,4.83,-7.977,99.06,6.99609375,-9.84375,298.25,5.625,-9.8203125,6.171875,-10.8046875,297.25,4.828125,-7.9765625,99.0625
3469,WF1,2018-09-22 13:00:00,,,,7.223,-1.752,299.8,5.85,-8.77,300.8,6.246,-11.484,299.8,6.605,-11.05,299.8,5.934,-11.56,299.8,6.46,-10.02,299.8,5.742,-10.52,299.8,6.645,-11.72,299.5,7.29,-8.31,299.5,6.82,-9.25,299.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.773,-7.94,59.22,4.395,-8.51,36.88,4.363,-7.9,98.75,4.684,-7.33,33.4,6.8203125,-9.25,299.25,,,,,,4.68359375,-7.328125,33.40625
3470,WF1,2018-09-22 14:00:00,,,,7.883,-1.483,300.0,5.77,-8.82,301.2,6.707,-10.555,300.5,6.363,-10.76,300.2,6.45,-10.76,300.2,6.7,-9.87,300.5,6.28,-9.37,300.8,6.145,-10.99,300.2,6.684,-7.832,300.2,5.984,-9.125,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.367,-7.832,51.22,4.227,-7.91,72.6,4.656,-7.566,10.35,4.887,-6.47,28.14,5.984375,-9.125,300.0,,,,,,4.88671875,-6.46875,28.140625
3471,WF1,2018-09-22 15:00:00,,,,8.07,-0.795,300.0,4.9,-8.33,301.2,6.36,-10.266,300.8,6.074,-10.46,300.5,6.355,-9.95,300.5,5.887,-9.59,301.0,6.25,-9.07,301.2,5.855,-9.97,300.8,6.12,-7.24,300.8,5.363,-8.8,300.5,,,,,,4.75,-10.53,4.977,-10.375,4.957,-10.01,5.99,-7.895,4.992,-8.4,,,,6.254,-8.4,301.0,6.324,-9.484,301.0,5.805,-10.984,301.0,5.71,-10.41,301.0,5.676,-10.016,301.0,6.195,-10.07,301.0,6.29,-9.734,301.0,6.445,-9.68,301.0,6.066,-9.44,301.2,5.81,-9.61,300.0,,,,,,,,,,3.783,-7.75,83.4,4.52,-7.39,92.6,4.867,-6.723,36.56,4.945,-5.766,7.25,5.36328125,-8.796875,300.5,4.9921875,-8.3984375,5.80859375,-9.609375,300.0,4.9453125,-5.765625,7.25
3472,WF1,2018-09-22 16:00:00,,,,8.61,0.3828,299.2,4.02,-7.746,301.2,5.223,-10.38,300.5,5.05,-10.63,300.2,5.46,-9.72,300.5,4.285,-9.94,301.0,5.46,-8.24,301.2,5.227,-9.46,300.8,5.258,-6.438,300.8,4.516,-8.11,300.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.342,-7.477,59.03,4.516,-6.883,38.78,4.82,-5.76,3.348,4.465,-5.277,1.886,4.515625,-8.109375,300.5,,,,,,4.46484375,-5.27734375,1.8857421875
3473,WF1,2018-09-22 17:00:00,,,,8.96,0.1733,298.8,3.38,-7.684,300.8,4.668,-10.28,300.0,4.16,-10.38,300.0,4.41,-9.33,300.0,3.346,-10.09,300.2,4.613,-8.11,300.8,4.76,-9.336,300.2,4.79,-6.312,300.2,4.363,-7.8,300.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.924,-6.57,100.0,4.25,-5.92,60.44,4.08,-4.145,1.088,3.465,-4.676,0.3342,4.36328125,-7.80078125,300.25,,,,,,3.46484375,-4.67578125,0.334228515625
3474,WF1,2018-09-22 18:00:00,,,,8.06,-0.3413,298.0,2.998,-8.07,299.8,4.535,-10.07,299.2,3.38,-9.89,299.0,3.668,-8.9,299.2,2.896,-9.98,299.5,4.06,-7.695,299.8,3.977,-9.086,299.5,4.71,-6.473,299.5,4.67,-7.125,299.5,4.414,-6.67,299.0,,,3.709,-10.01,3.656,-9.59,4.53,-8.2,5.73,-6.047,3.805,-6.277,,,,4.703,-7.535,299.0,3.709,-9.31,299.0,3.107,-11.836,299.0,3.365,-11.164,299.0,2.488,-10.336,299.0,3.223,-9.1,300.0,3.566,-9.055,299.0,3.312,-8.75,299.0,3.162,-7.676,300.0,3.72,-9.03,299.0,3.336,-8.63,299.0,,,,,,,2.885,-5.367,39.9,4.273,-5.29,11.07,3.955,-3.258,2.078,3.447,-3.838,-1.76e-05,4.4140625,-6.671875,299.0,3.8046875,-6.27734375,3.3359375,-8.6328125,299.0,3.447265625,-3.837890625,-1.7583370208740234e-05
3475,WF1,2018-09-22 19:00:00,,,,,,,2.297,-9.19,299.0,4.41,-9.99,298.5,2.746,-9.695,298.5,3.08,-9.01,298.5,2.527,-9.82,298.5,3.22,-8.24,299.0,3.795,-8.56,298.8,4.61,-7.527,298.8,4.33,-7.332,298.5,4.14,-7.04,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.084,-5.125,57.25,4.324,-5.36,0.8574,3.83,-3.545,1.048,3.494,-4.52,16.11,4.140625,-7.0390625,298.0,,,,,,3.494140625,-4.51953125,16.109375
3476,WF1,2018-09-22 20:00:00,,,,,,,2.262,-10.016,298.5,4.44,-10.086,298.0,2.639,-9.59,298.0,3.404,-8.77,298.0,2.469,-9.34,298.0,2.479,-8.39,298.0,3.791,-8.305,298.0,4.156,-8.26,298.2,3.965,-7.785,297.8,3.717,-7.668,297.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.031,-5.008,80.1,3.43,-6.03,4.36,2.963,-3.826,27.95,3.238,-4.836,4.535,3.716796875,-7.66796875,297.25,,,,,,3.23828125,-4.8359375,4.53515625
3477,WF1,2018-09-22 21:00:00,,,,,,,3.115,-10.39,298.0,4.426,-10.76,297.5,3.38,-9.76,297.5,3.734,-8.97,297.2,3.086,-9.13,297.5,3.402,-7.77,297.5,4.535,-7.64,297.2,4.074,-9.016,297.5,3.867,-8.984,297.0,3.77,-9.23,296.8,,,4.152,-11.36,3.385,-10.24,4.69,-8.21,5.383,-7.688,4.777,-8.07,,,,,,,4.027,-11.266,298.0,4.47,-12.08,298.0,4.23,-12.01,298.0,4.242,-11.625,298.0,4.016,-11.59,299.0,4.188,-11.0,298.0,4.2,-10.34,298.0,4.33,-10.04,299.0,4.613,-9.76,298.0,4.414,-9.266,298.0,,,,,,,2.717,-5.1,83.44,3.395,-6.06,2.459,2.605,-4.234,13.76,2.975,-4.93,5.67,3.76953125,-9.2265625,296.75,4.77734375,-8.0703125,4.4140625,-9.265625,298.0,2.974609375,-4.9296875,5.671875
3478,WF1,2018-09-22 22:00:00,,,,,,,3.74,-10.484,297.5,4.273,-11.22,297.0,4.71,-9.73,297.0,4.305,-8.94,296.8,3.676,-8.72,297.0,3.363,-8.586,296.8,4.344,-8.836,296.8,3.838,-9.23,297.2,3.885,-9.234,296.8,3.17,-10.28,296.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.707,-5.504,100.0,3.574,-5.7,8.33,3.328,-4.754,1.031,3.19,-4.72,71.9,3.169921875,-10.28125,296.25,,,,,,3.189453125,-4.71875,71.875
3479,WF1,2018-09-22 23:00:00,,,,,,,4.445,-11.1,297.2,4.215,-11.32,296.5,5.082,-9.47,296.2,4.84,-8.5,296.2,4.016,-8.34,296.5,3.39,-8.8,296.5,4.582,-9.695,296.5,4.24,-9.16,297.0,4.234,-8.58,296.5,3.682,-9.67,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.857,-6.37,88.56,3.996,-4.71,6.137,3.621,-4.582,-1.35e-05,3.502,-4.844,2.744,3.681640625,-9.671875,296.0,,,,,,3.501953125,-4.84375,2.744140625
3480,WF1,2018-09-23 00:00:00,4.613,-9.5,296.0,5.355,-8.56,296.0,4.36,-8.39,296.2,3.688,-8.16,296.2,4.51,-9.04,296.2,4.402,-8.484,296.8,4.586,-7.84,296.0,4.27,-8.48,295.8,4.926,-8.9,295.5,,,,,,,,,,4.79,-8.81,5.137,-8.305,5.906,-7.793,5.875,-8.625,3.967,-8.9,,,3.814,-9.83,295.5,3.95,-10.11,296.0,4.15,-9.41,296.2,3.633,-8.64,295.8,3.842,-8.22,295.8,4.53,-8.81,296.0,4.63,-8.94,296.0,5.004,-9.086,296.0,4.703,-8.5,296.0,,,,,,,,,,3.611,-5.68,1.3,3.717,-4.348,0.6636,3.48,-4.19,-1.35e-05,3.346,-4.906,-1.76e-05,3.842,-4.223,0.1831,,,,4.92578125,-8.8984375,295.5,3.966796875,-8.8984375,4.703125,-8.5,296.0,3.841796875,-4.22265625,0.18310546875
3481,WF1,2018-09-23 01:00:00,4.254,-9.586,296.0,5.535,-8.836,296.0,4.562,-9.11,296.2,4.047,-8.02,296.0,4.3,-8.21,296.2,4.723,-7.367,296.5,5.047,-7.1,296.0,4.58,-7.98,296.0,4.383,-8.29,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.693,-3.904,0.1465,3.508,-4.152,-1.35e-05,3.797,-4.914,-1.76e-05,4.066,-4.48,0.2167,,,,4.3828125,-8.2890625,295.0,,,,,,4.06640625,-4.48046875,0.2166748046875
3482,WF1,2018-09-23 02:00:00,4.066,-10.05,296.0,5.53,-8.29,296.0,4.777,-9.31,296.2,4.81,-7.996,296.0,5.42,-7.52,296.2,6.16,-6.07,296.5,5.637,-6.58,296.0,6.277,-7.844,295.8,4.695,-7.152,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.78,-3.967,0.154,3.469,-3.545,81.4,3.9,-4.375,-1.76e-05,4.035,-4.58,-7.6e-06,,,,4.6953125,-7.15234375,295.0,,,,,,4.03515625,-4.578125,-7.62939453125e-06
3483,WF1,2018-09-23 03:00:00,4.508,-10.05,296.0,5.76,-7.52,296.0,5.82,-8.71,296.2,5.63,-8.38,296.2,6.246,-7.82,296.2,6.99,-6.176,296.2,5.848,-6.875,296.2,6.66,-8.164,296.0,5.56,-6.8,295.2,,,,,,,,,,5.105,-9.06,4.71,-7.863,5.51,-6.97,5.59,-7.016,4.94,-8.43,,,2.615,-8.25,294.5,3.268,-8.484,294.5,3.34,-7.06,294.8,2.732,-6.207,294.2,3.156,-6.273,294.2,4.01,-7.082,294.5,4.69,-8.01,294.8,4.9,-8.65,295.0,4.95,-8.336,295.0,,,,,,,,,,,,,3.645,-3.736,44.28,3.809,-3.201,4.668,4.414,-4.273,-1.76e-05,4.242,-4.406,-7.6e-06,,,,5.55859375,-6.80078125,295.25,4.94140625,-8.4296875,4.94921875,-8.3359375,295.0,4.2421875,-4.40625,-7.62939453125e-06
3484,WF1,2018-09-23 04:00:00,5.383,-9.53,296.2,6.434,-7.145,296.0,6.707,-8.23,296.2,6.164,-8.35,296.2,6.895,-7.895,296.2,8.04,-6.92,296.0,6.24,-7.387,296.2,6.285,-8.27,296.2,5.54,-7.133,295.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,-4.465,100.0,3.773,-3.416,-1.35e-05,4.07,-4.258,-1.76e-05,4.4,-4.297,-7.6e-06,,,,5.5390625,-7.1328125,295.5,,,,,,4.3984375,-4.296875,-7.62939453125e-06
3485,WF1,2018-09-23 05:00:00,6.688,-9.016,296.2,7.508,-6.965,296.0,7.39,-7.82,296.2,6.984,-7.996,296.2,8.05,-7.582,296.2,8.625,-7.617,296.0,7.066,-7.816,296.2,6.43,-8.28,296.5,6.43,-7.43,295.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.37,-3.822,54.16,3.682,-3.31,-1.35e-05,4.1,-3.97,-1.76e-05,4.453,-4.016,-7.6e-06,,,,6.4296875,-7.4296875,295.25,,,,,,4.453125,-4.015625,-7.62939453125e-06
3486,WF1,2018-09-23 06:00:00,7.23,-8.75,296.2,8.72,-7.46,296.0,8.01,-7.453,296.2,7.703,-7.39,296.2,8.78,-7.22,296.5,8.805,-7.305,296.0,7.246,-8.03,296.2,6.5,-8.02,296.2,6.965,-7.598,295.5,8.016,-6.473,295.0,,,,,,,3.508,-7.203,5.24,-7.645,6.92,-6.48,6.992,-6.81,6.16,-7.613,,,1.915,-6.48,293.5,2.139,-6.25,293.5,3.389,-6.35,294.0,3.023,-5.816,293.5,2.855,-6.055,293.5,3.758,-6.605,294.0,5.074,-6.895,294.2,5.22,-7.3,294.5,5.38,-7.523,294.5,5.965,-7.71,294.5,,,,,,,,,,3.604,-3.56,-8.17e-06,3.727,-3.09,-1.35e-05,3.912,-3.3,-1.76e-05,4.617,-3.54,-7.6e-06,,,,8.015625,-6.47265625,295.0,6.16015625,-7.61328125,5.96484375,-7.7109375,294.5,4.6171875,-3.5390625,-7.62939453125e-06
3487,WF1,2018-09-23 07:00:00,5.98,-8.7,296.5,9.26,-7.285,296.5,7.48,-7.133,297.0,7.09,-7.02,296.8,8.51,-7.344,296.8,7.863,-6.42,296.0,6.68,-7.234,296.8,6.43,-7.26,296.8,7.484,-7.23,296.0,9.19,-5.727,295.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.455,-3.06,-8.17e-06,4.336,-3.125,-1.35e-05,3.805,-2.752,-1.76e-05,4.64,-3.62,-7.6e-06,,,,9.1875,-5.7265625,295.25,,,,,,4.640625,-3.619140625,-7.62939453125e-06
3488,WF1,2018-09-23 08:00:00,4.0,-8.55,297.8,8.26,-6.047,297.8,6.105,-7.32,298.0,6.453,-6.32,298.0,6.652,-6.977,297.8,6.246,-5.047,297.0,6.164,-6.01,297.8,6.406,-6.69,298.0,7.344,-6.29,297.2,8.125,-4.504,296.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.404,-3.568,-8.17e-06,4.938,-3.766,-1.35e-05,4.133,-3.418,-1.76e-05,4.812,-4.21,-7.6e-06,,,,8.125,-4.50390625,296.5,,,,,,4.8125,-4.2109375,-7.62939453125e-06
3489,WF1,2018-09-23 09:00:00,2.656,-8.14,299.0,7.098,-6.473,299.2,4.914,-7.496,299.2,5.824,-7.008,299.5,5.047,-7.703,299.2,5.492,-5.324,298.5,6.395,-5.86,299.0,6.754,-7.12,299.2,6.9,-6.727,299.0,7.305,-4.297,298.0,,,,,,,2.217,-5.652,3.258,-4.637,5.168,-5.133,6.49,-4.96,5.836,-6.06,,,0.2883,-4.69,297.2,1.111,-5.465,297.0,1.432,-7.137,297.8,1.677,-6.883,297.8,1.544,-6.74,298.0,2.896,-7.242,298.0,3.432,-6.92,298.0,3.45,-7.26,298.0,4.402,-7.664,298.2,4.51,-7.875,298.5,,,,,,,,,,2.469,-3.982,-8.17e-06,4.99,-4.527,-1.35e-05,3.498,-4.66,-1.76e-05,4.617,-5.13,-7.6e-06,,,,7.3046875,-4.296875,298.0,5.8359375,-6.05859375,4.51171875,-7.875,298.5,4.6171875,-5.12890625,-7.62939453125e-06
3490,WF1,2018-09-23 10:00:00,2.309,-7.43,300.2,6.105,-6.816,300.5,4.56,-7.25,300.5,5.723,-6.75,300.8,5.11,-7.08,300.8,5.055,-6.273,300.2,6.19,-5.793,300.2,5.934,-7.42,300.8,6.527,-6.97,300.5,6.684,-4.855,299.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.557,-3.586,-8.17e-06,4.902,-5.156,-1.35e-05,3.46,-4.52,-1.76e-05,4.125,-5.645,-7.6e-06,,,,6.68359375,-4.85546875,299.5,,,,,,4.125,-5.64453125,-7.62939453125e-06
3491,WF1,2018-09-23 11:00:00,2.43,-6.79,301.2,5.934,-6.527,301.5,4.594,-6.53,301.5,5.938,-5.973,302.0,5.69,-5.75,301.8,5.094,-5.996,301.5,6.14,-4.977,301.2,6.29,-6.12,301.5,6.703,-6.043,301.5,5.938,-5.023,300.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.555,-3.95,-8.17e-06,4.434,-4.938,-1.35e-05,3.412,-4.715,-1.76e-05,3.732,-5.438,-7.6e-06,,,,5.9375,-5.0234375,300.75,,,,,,3.732421875,-5.4375,-7.62939453125e-06
3492,WF1,2018-09-23 12:00:00,2.914,-5.824,302.5,6.105,-5.582,302.5,5.22,-4.7,302.5,6.832,-4.09,302.5,6.973,-4.273,302.5,5.816,-4.758,302.2,6.8,-3.549,302.0,7.938,-3.502,302.0,7.367,-4.527,302.0,6.277,-4.07,301.8,6.066,-3.057,302.2,,,,2.875,-1.605,5.688,-2.066,5.82,-2.9,7.188,-2.486,6.64,-3.566,6.25,-3.1,0.2178,0.5444,301.0,0.8896,-3.129,301.5,2.982,-3.955,302.0,3.578,-4.516,302.0,3.604,-4.723,302.0,4.1,-6.18,303.0,4.74,-5.35,303.0,4.746,-5.812,303.0,5.125,-6.582,303.0,5.32,-6.656,303.0,4.984,-5.543,302.0,,,,,,,3.064,-2.748,-8.17e-06,4.57,-3.92,-1.35e-05,3.484,-3.668,-1.76e-05,4.01,-4.465,-7.6e-06,4.87,-3.168,-1.14e-05,6.06640625,-3.056640625,302.25,6.25,-3.099609375,4.984375,-5.54296875,302.0,4.87109375,-3.16796875,-1.138448715209961e-05
3493,WF1,2018-09-23 13:00:00,,,,6.867,-3.748,302.8,7.645,-1.555,302.5,9.43,-1.1455,302.0,9.2,-2.164,302.0,8.41,-1.666,301.8,8.74,-1.508,302.0,10.195,-0.3467,301.0,9.26,-1.726,302.0,8.13,-2.172,302.0,8.07,-1.86,302.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.543,-1.828,17.17,4.71,-1.044,-1.76e-05,5.227,-2.623,-7.6e-06,6.027,-1.577,-1.14e-05,8.0703125,-1.8603515625,302.5,,,,,,6.02734375,-1.5771484375,-1.138448715209961e-05
3494,WF1,2018-09-23 14:00:00,,,,8.22,-1.576,302.2,10.266,0.9834,301.5,10.51,0.74,301.2,10.44,0.1782,301.2,9.984,1.249,301.0,10.03,0.6294,301.0,10.13,1.8,300.2,10.16,0.6494,301.2,9.72,-0.4038,301.5,10.65,-0.0978,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.426,0.2113,6.74,6.03,0.6616,-1.76e-05,6.465,-0.9087,-7.6e-06,6.844,-0.6675,-1.14e-05,10.6484375,-0.0977783203125,302.0,,,,,,6.84375,-0.66748046875,-1.138448715209961e-05
3495,WF1,2018-09-23 15:00:00,,,,8.83,0.2654,301.8,10.57,1.813,300.8,9.36,1.546,301.0,10.266,1.877,300.8,9.95,2.916,300.2,9.82,2.275,300.0,9.98,2.629,300.0,9.95,1.775,300.5,9.69,1.231,300.8,10.31,1.533,301.0,,,,,,8.27,1.536,9.35,1.721,9.125,1.641,9.16,1.35,8.85,1.273,,,,3.508,0.5225,302.8,6.37,-0.09454,302.8,6.418,-0.86,303.0,6.5,-0.8613,303.0,6.195,-1.891,304.0,6.426,-0.714,304.0,6.29,-1.569,304.0,6.156,-2.031,304.0,6.36,-1.692,304.0,6.402,-1.113,303.0,,,,,,,,,,6.316,1.322,1.749,6.02,1.706,-1.76e-05,6.773,0.245,-7.6e-06,6.75,0.1909,-1.14e-05,10.3125,1.533203125,301.0,8.8515625,1.2734375,6.40234375,-1.11328125,303.0,6.75,0.19091796875,-1.138448715209961e-05
3496,WF1,2018-09-23 16:00:00,,,,8.95,1.203,300.8,10.03,2.197,300.5,8.08,1.629,300.5,9.49,2.564,300.2,8.375,3.148,299.8,8.73,2.744,299.5,10.16,2.166,299.8,10.266,2.361,299.8,9.49,2.111,299.8,10.34,2.832,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.03,2.076,11.69,5.477,2.322,23.6,5.574,1.965,-7.6e-06,6.074,1.349,3.514,10.34375,2.83203125,300.0,,,,,,6.07421875,1.3486328125,3.513671875
3497,WF1,2018-09-23 17:00:00,,,,7.875,0.884,300.2,9.39,3.605,300.0,7.12,-0.42,300.2,6.973,1.717,299.5,4.91,1.261,299.0,5.49,1.944,298.8,7.555,1.578,299.0,8.414,2.244,299.2,7.902,1.206,299.2,13.57,3.139,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.91,2.08,30.8,5.117,1.391,42.47,4.605,1.72,-7.6e-06,5.38,1.88,19.1,13.5703125,3.138671875,300.0,,,,,,5.37890625,1.8798828125,19.09375
